#
# Empire formation main decision
#
expd_cef_the_new_empires_name_will_be_based_on_roots_primary_title_tt;The new empire's §Yname§! will be copied from [Root.GetTitledFirstName]'s primary title: §Y[Root.PrimaryTitle.GetName]§!;;;;;;;;;x
expd_cef_the_new_empires_laws_will_be_copied_from_roots_primary_title_tt;The new empire's §Ylaws§! will be copied from [Root.GetTitledFirstName]'s primary title: §Y[Root.PrimaryTitle.GetName]§!;;;;;;;;;x
expd_cef_the_new_empires_coa_will_be_based_on_this_flagged_title_tt;The new empire's §Ycoat of arms§! and §Ymap colour§! will be based on this title;;;;;;;;;x
expd_cef_the_new_empires_coa_will_be_based_on_roots_primary_title_tt;The new empire's §Ycoat of arms§! and §Ymap colour§! will be based on [Root.GetTitledFirstName]'s primary title: §Y[Root.PrimaryTitle.GetName]§!;;;;;;;;;x
expd_cef_info_can_base_new_empire_on_another_title_tt;§L...INFO: If you wish, you can use any realm title as the basis for the §Ycoat of arms§L and §Ymap colour§L , by right-clicking on it and manually flagging it §YBEFORE§L taking this decision.§!;;;;;;;;;x
expd_cef_info_new_empire_map_colour_tt;§L...§RWARNING!§L The new empire's exact §Ymap colour§L will be slightly but unpredictably different to that of the base title - and the actual colour can sometimes be VERY ugly! You should probably §Rsave your game§L and §Rbackup your save§L before taking this decision!§!;;;;;;;;;x
expd_cef_this_kingdom_becomes_part_of_the_new_empire_and_is_destroyed_tt;Becomes de jure part of the new empire, and is then destroyed.;;;;;;;;;x
expd_cef_this_province_becomes_the_traditional_capital_of_the_empire_tt;§Y[This.GetName]§!: Becomes the traditional capital province of the new empire.;;;;;;;;;x
expd_cef_roots_primary_title;[Root.PrimaryTitle.GetName];;;;;;;;;x
#
# Empire formation targetted title decisions
#
expd_cef_use_this_title_as_the_base_for_merge;§M(ED:CEF)§! Use as Base Title;;;;;;;;;x
expd_cef_use_this_title_as_the_base_for_merge_desc;Use this title as the §Y'Base Title'§! when forging a new empire;;;;;;;;;x
expd_cef_stop_using_this_title_as_the_base_for_merge;§M(ED:CEF)§! Stop using as Base Title;;;;;;;;;x
expd_cef_stop_using_this_title_as_the_base_for_merge_desc;Stop using this title as the §Y'Base Title'§! when forging a new empire;;;;;;;;;x
#
# Empire formation targetted title decision tooltips
#
expd_cef_from_can_take_the_expd_cef_merge_decision_tt;[From.GetTitledFirstName] can take the §Y'Forge a new Empire by combining Kingdoms'§! decision;;;;;;;;;x
expd_cef_from_holds_this_title_personally_tt;The §Y[This.GetFullName]§! is personally held by [From.GetTitledFirstName];;;;;;;;;x
expd_cef_a_vassal_of_from_holds_this_title_tt;The §Y[This.GetFullName]§! is held by one of [From.GetTitledFirstName]'s vassals;;;;;;;;;x
expd_cef_this_title_has_no_holder_and_is_de_jure_vassal_of_one_of_froms_titles_tt;The §Y[This.GetFullName]§! has no holder, and is a §Yde jure vassal§! of a title held by [From.GetTitledFirstName];;;;;;;;;x
expd_cef_this_title_will_be_used_as_the_base_for_the_empire_merge_decision_tt;The §Y[This.GetFullName]§! will be used to set the §Ycoat of arms§! and §Ymap colour§! for the §Y'Forge a new Empire by combining Kingdoms'§! decision;;;;;;;;;x
expd_cef_this_title_will_no_longer_be_used_as_the_base_for_the_empire_merge_decision_tt;The §Y[This.GetFullName]§! will §RNOT§! be used to set the §Ycoat of arms§! and §Ymap colour§! for the §Y'Forge a new Empire by combining Kingdoms'§! decision;;;;;;;;;x
expd_cef_spacer_tt;-;;;;;;;;;x
