# Enable/disable debug mode
expd_pb_test_list_of_children_with_unknown_fathers_whose_mother_has_a_bloodline;§RED-PB: List: Unknown Fathers + BL§!;;;;;;;;;x
expd_pb_test_list_of_children_with_unknown_fathers_desc;The third-party filter below contains all living characters who have unknown fathers§!\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
expd_pb_test_list_of_children_with_unknown_fathers_whose_mother_has_a_bloodline_desc;The third-party filter below contains all living characters without a bloodline who have unknown fathers and whose mother has a bloodline§!\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
# Self-targeted lists : Bloodlines not passed on
expd_pb_test_list_of_children_with_no_bloodline_whose_father_has_a_patrilineal_bloodline;§RED-PB: List: Father Patri BL§!;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_father_has_a_matrilineal_bloodline;§RED-PB: List: Father Matri BL§!;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_mother_has_a_patrilineal_bloodline;§RED-PB: List: Mother Patri BL§!;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_mother_has_a_matrilineal_bloodline;§RED-PB: List: Mother Matri BL§!;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_father_has_a_patrilineal_bloodline_desc;The third-party filter below contains all living characters without a bloodline whose father has a patrilineal bloodline\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_father_has_a_matrilineal_bloodline_desc;The third-party filter below contains all living characters without a bloodline whose father has a matrilineal bloodline\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_mother_has_a_patrilineal_bloodline_desc;The third-party filter below contains all living characters without a bloodline whose mother has a patrilineal bloodline\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
expd_pb_test_list_of_children_with_no_bloodline_whose_mother_has_a_matrilineal_bloodline_desc;The third-party filter below contains all living characters without a bloodline whose mother has a matrilineal bloodline\n-\nTip: If you want to investigate a character further, right-click on them and click the star icon to make them a character of special interest.;;;;;;;;;x
# Effect tooltip
EXPD_PB_TOOLTIP_DEBUG_MODE_EFFECT;Nothing will happen if you take this decision!;;;;;;;;;x
