#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
warrior_lodge_aztec;The Shorn Ones;;;;;;;;;;;;;x
warrior_lodge_aztec_desc;The Cuahchiqueh, or more commonly known to outsiders as the Shorn Ones, are a military fraternity of skilled nobles and legendary soldiers within the Aztec military. The reformed Shorn Ones have been equiped to handle the militant orders of the New World and now welcome converted outsiders into their ranks.;;;;;;;;;;;;;x
EVTOPTB_AZC_25006;I wish to vanquish my enemies!;;;;;;;;;;;;;x
EVTOPTC_AZC_25006;I wish to inspire my warriors to greatness!;;;;;;;;;;;;;x
EVTOPTD_AZC_25006;On second thought, maybe this was a bad idea...;;;;;;;;;;;;;x
lodge_aztec_battle_trance_1;Battle Trance: Relentless;;;;;;;;;;;;;x
lodge_aztec_battle_trance_1_desc;This character has made use of the ancient mystical knowledge of the Sunset Invaders to temporarily increase [Root.GetHerHis] military prowess.;;;;;;;;;;;;;x
lodge_aztec_battle_trance_2;Battle Trance: Indomitable;;;;;;;;;;;;;x
lodge_aztec_battle_trance_2_desc;This character has made use of the ancient mystical knowledge of the Sunset Invaders to temporarily increase [Root.GetHerHis] military prowess.;;;;;;;;;;;;;x
lodge_aztec_battle_trance_3;Battle Trance: Inspiring;;;;;;;;;;;;;x
lodge_aztec_battle_trance_3_desc;This character has made use of the ancient mystical knowledge of the Sunset Invaders to temporarily increase [Root.GetHerHis] military prowess.;;;;;;;;;;;;;x
has_liege_vassal_or_neighbor_of_aztec_religion_tt;Has a §YLiege§!, §YVassal§!, or a §Yneighboring ruler§! who follows the §YAztec§! faith\n;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_1_female;Fledgling;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_2_female;Warrior;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_3_female;Veteran;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_4_female;Heroine;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_1_male;Fledgling;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_2_male;Warrior;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_3_male;Veteran;;;;;;;;;;;;;x
warrior_lodge_aztec_rank_4_male;Hero;;;;;;;;;;;;;x
currency_name_warrior_lodge_aztec;Renown;Renommée;Bekanntheit;;Renombre;;;;;;;;;x
aztec_leader;Great Captain;;;;;;;;;;;;;x
aztec_leader_desc;This character is a Great Captain. They are high ranking soldiers within the Aztec military who have captured many for sacrifice.;;;;;;;;;;;;;x
string_aztec_training;cleaning [fellow_member.GetHerHis] weapons from the previous battle. We had taken many captives for the priests and our weapons were bloodied. "You have talent for bringing captives back alive", my companion says, "[aztec_reformed.GetHighGodName] will be satisfied with the sacrifices you have brought".;;;;;;;;;;;;;x
glorious_aztec_tactic;Jaguar's Fury Tactic;;;;;;;;;;;;;x
string_aztec_symbol;the jaguar;;;;;;;;;;;;;x
string_aztec_symbol_short;jaguar;;;;;;;;;;;;;x
string_aztec_symbol_short_cap;Jaguar;;;;;;;;;;;;;x
string_battle_nick_hellenic_symbol;the Red Jaguar;;;;;;;;;;;;;x




EVTTITLE_AZC_25026;The Shorn Ones;;;;;;;;;;;;;x
EVTDESC_AZC_25026;The Shorn Ones (Nahuatl: Cuahchiqueh) hold a special place in Aztec society. They are the finest warriors that the Aztec military produces. In order to combat the superior military structures of this new and foreign land, [From.GetTitledFirstName] has organized several members of the order under [From.GetHerHis] employ in order to reform the Shorn Ones.\n\nAlthough this society was open to only Aztec nobles and some prestigious soldiers from the heartland, its doors are now open to any former heathen that shows [From.GetHerHis] willingness to serve under an Aztec leader.;;;;;;;;;;;;;x
EVTOPTA_AZC_25026;Sounds noble!;Cela a l'air amusant !;Klinge spaßig!;;¡Parece divertido!;;;;;;;;;x
EVTOPTB_AZC_25026;Bah! This looks suspicious...;Cela a l'air suspect...;Pff... Das sieht verdächtig aus...;;¡Bah! Parece sospechoso…;;;;;;;;;x


