# Bloodline name & desc
emb_tb_culture_somali_2;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
emb_tb_culture_somali_3;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
emb_tb_culture_somali_4;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
# Special building names - Castle (as per vanilla, these are the same as for tribal)
emb_ca_culture_ethiopian_1;§G(EMB)§! [ethiopian.GetName] Drilling Grounds;§G(EMB)§! Camp [ethiopian.GetName];§G(EMB)§! [ethiopian.GetName]es Reitgelände;;§G(EMB)§! Campo de entrenamiento [ethiopian.GetName];;;;;;;;;x
emb_ca_culture_ethiopian_2;§G(EMB)§! [ethiopian.GetName] Drilling Grounds;§G(EMB)§! Camp [ethiopian.GetName];§G(EMB)§! [ethiopian.GetName]es Reitgelände;;§G(EMB)§! Campo de entrenamiento [ethiopian.GetName];;;;;;;;;x
emb_ca_culture_ethiopian_3;§G(EMB)§! [ethiopian.GetName] Drilling Grounds;§G(EMB)§! Camp [ethiopian.GetName];§G(EMB)§! [ethiopian.GetName]es Reitgelände;;§G(EMB)§! Campo de entrenamiento [ethiopian.GetName];;;;;;;;;x
emb_ca_culture_ethiopian_4;§G(EMB)§! [ethiopian.GetName] Drilling Grounds;§G(EMB)§! Camp [ethiopian.GetName];§G(EMB)§! [ethiopian.GetName]es Reitgelände;;§G(EMB)§! Campo de entrenamiento [ethiopian.GetName];;;;;;;;;x
emb_ca_culture_nubian_1;§G(EMB)§! [nubian.GetName] Warrior Barracks;§G(EMB)§! Camp de guerriers [nubian.GetName];§G(EMB)§! [nubian.GetName]e Kriegerbaracken;;§G(EMB)§! Cuarteles de guerreros [nubian.GetName];;;;;;;;;x
emb_ca_culture_nubian_2;§G(EMB)§! [nubian.GetName] Warrior Barracks;§G(EMB)§! Camp de guerriers [nubian.GetName];§G(EMB)§! [nubian.GetName]e Kriegerbaracken;;§G(EMB)§! Cuarteles de guerreros [nubian.GetName];;;;;;;;;x
emb_ca_culture_nubian_3;§G(EMB)§! [nubian.GetName] Warrior Barracks;§G(EMB)§! Camp de guerriers [nubian.GetName];§G(EMB)§! [nubian.GetName]e Kriegerbaracken;;§G(EMB)§! Cuarteles de guerreros [nubian.GetName];;;;;;;;;x
emb_ca_culture_nubian_4;§G(EMB)§! [nubian.GetName] Warrior Barracks;§G(EMB)§! Camp de guerriers [nubian.GetName];§G(EMB)§! [nubian.GetName]e Kriegerbaracken;;§G(EMB)§! Cuarteles de guerreros [nubian.GetName];;;;;;;;;x
emb_ca_culture_somali_1;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
emb_ca_culture_somali_2;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
emb_ca_culture_somali_3;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
emb_ca_culture_somali_4;§G(EMB)§! [somali.GetName] Light Infantry Barracks;§G(EMB)§! Camp d'inf. légère [somali.GetName];§G(EMB)§! [somali.GetName]e Baracken für leichte Infanterie;;§G(EMB)§! Cuarteles de infantería ligera [somali.GetName];;;;;;;;;x
# Special building activation tooltips
emb_east_african_unity_has_an_active_bloodline_with_east_african_unity_tt;Has an §Yactive East African Unity bloodline§!;;;;;;;;;x
emb_east_african_unity_any_same_culture_group_liege_has_an_active_bloodline_with_east_african_unity_tt;Any §Ysame culture group§! liege has a §Ysimilar or more-advanced government form§!, and has an §Yactive East African Unity bloodline§!;;;;;;;;;x
# General bloodline effects (for bloodline screen)
emb_bloodline_effect_east_african_culture_conversion;Faster §Yculture conversion§! of demesne provinces;;;;;;;;;;;;;x
emb_bloodline_effect_east_african_retinues;Hire §YEthiopian, Nubian & Somali§! retinues;;;;;;;;;;;;;x
emb_bloodline_effect_east_african_buildings;Build §YEthiopian, Nubian & Somali§! buildings in all §YEast African culture§! provinces;;;;;;;;;;;;;x
