# Show/Hide Artifact Filter Decisions
csh_artifact_filter_no_clutter_will_be_disabled_tt;The §Y"No Clutter"§! filter (currently §Yenabled§!) will be §Rdisabled§!.\n\nArtifacts that are §Yclassed as clutter§! will be §Gincluded§! in search results.;;;;;;;;x
csh_artifact_filter_no_clutter_will_be_enabled_tt;The §Y"No Clutter"§! filter (currently §Ydisabled§!) will be §Genabled§!.\n\nArtifacts that are §Yclassed as clutter§! will be §Rexcluded§! from search results.;;;;;;;;x
csh_artifact_filter_no_mounts_or_pets_will_be_disabled_tt;The §Y"No Mounts Or Pets"§! filter (currently §Yenabled§!) will be §Rdisabled§!.\n\nArtifacts that are §Yclassed as mounts or pets§! will be §Gincluded§! in search results.;;;;;;;;x
csh_artifact_filter_no_mounts_or_pets_will_be_enabled_tt;The §Y"No Mounts Or Pets"§! filter (currently §Ydisabled§!) will be §Genabled§!.\n\nArtifacts that are §Yclassed as mounts or pets§! will be §Rexcluded§! from search results.;;;;;;;;x
csh_artifact_filter_no_necklaces_will_be_disabled_tt;The §Y"No Necklaces"§! filter (currently §Yenabled§!) will be §Rdisabled§!.\n\nArtifacts that are §Yclassed as necklaces§! will be §Gincluded§! in search results.;;;;;;;;x
csh_artifact_filter_no_necklaces_will_be_enabled_tt;The §Y"No Necklaces"§! filter (currently §Ydisabled§!) will be §Genabled§!.\n\nArtifacts that are §Yclassed as necklaces§! will be §Rexcluded§! from search results.;;;;;;;;x
csh_artifact_filter_no_rings_will_be_disabled_tt;The §Y"No Rings"§! filter (currently §Yenabled§!) will be §Rdisabled§!.\n\nArtifacts that are §Yclassed as rings§! will be §Gincluded§! in search results.;;;;;;;;x
csh_artifact_filter_no_rings_will_be_enabled_tt;The §Y"No Rings"§! filter (currently §Ydisabled§!) will be §Genabled§!.\n\nArtifacts that are §Yclassed as rings§! will be §Rexcluded§! from search results.;;;;;;;;x
csh_artifact_filter_no_weapons_will_be_disabled_tt;The §Y"No Weapons"§! filter (currently §Yenabled§!) will be §Rdisabled§!.\n\nArtifacts that are §Yclassed as weapons§! will be §Gincluded§! in search results.;;;;;;;;x
csh_artifact_filter_no_weapons_will_be_enabled_tt;The §Y"No Weapons"§! filter (currently §Ydisabled§!) will be §Genabled§!.\n\nArtifacts that are §Yclassed as weapons§! will be §Rexcluded§! from search results.;;;;;;;;x
csh_artifact_filter_notes_tt;§g.§!\nNB:\nArtifact filters §Yonly§! affect the §Y"CSH-Q"§! traits.\n§Y"CSH-MaxQ"§! traits are §Rnot impacted by filters§!, due to processing constraints.;;;;;;;;x
