expd_at_this_characters_learning_skill_is_20_to_30_tt;Has §YLearning§! skill between §Y20§! and §Y30§!;;;;;;;;;x
expd_at_this_characters_learning_skill_is_30_to_40_tt;Has §YLearning§! skill between §Y30§! and §Y40§!;;;;;;;;;x
expd_at_this_characters_learning_skill_is_40_plus_tt;Has §YLearning§! skill of §Y40 or more§!;;;;;;;;;x
expd_at_this_characters_learning_skill_is_less_than_20_tt;Has §YLearning§! skill of §Yless than 20§!;;;;;;;;;x
expd_at_this_characters_learning_skill_is_less_than_30_tt;Has §YLearning§! skill of §Yless than 30§!;;;;;;;;;x
expd_at_this_characters_learning_skill_is_less_than_40_tt;Has §YLearning§! skill of §Yless than 40§!;;;;;;;;;x
expd_at_this_characters_court_physician_has_learning_20_to_30_tt;Has a §YCourt Physician§! with §YLearning§! skill between §Y20§! and §Y30§!;;;;;;;;;x
expd_at_this_characters_court_physician_has_learning_30_to_40_tt;Has a §YCourt Physician§! with §YLearning§! skill between §Y30§! and §Y40§!;;;;;;;;;x
expd_at_this_characters_court_physician_has_learning_40_plus_tt;Has a §YCourt Physician§! with §YLearning§! skill of §Y40 or more§!;;;;;;;;;x
expd_at_this_characters_court_physician_has_learning_less_than_30_tt;Has a §YCourt Physician§! with §YLearning§! skill of §Yless than 30§!;;;;;;;;;x
expd_at_this_characters_court_physician_has_learning_less_than_40_tt;Has a §YCourt Physician§! with §YLearning§! skill of §Yless than 40§!;;;;;;;;;x
#
# City construction
#
# Decision text
expd_at_build_city;§MED-AT: Build City§!;;;;;;;;;x
expd_at_build_city_desc;Build a §YCity§! in §Y[Root.GetName]§!;;;;;;;;;x
# Skill-based cost
expd_at_this_characters_stewardship_skill_is_10_to_20_tt;Has §YStewardship§! skill between §Y10§! and §Y20§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_20_to_30_tt;Has §YStewardship§! skill between §Y20§! and §Y30§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_30_to_40_tt;Has §YStewardship§! skill between §Y30§! and §Y40§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_40_plus_tt;Has §YStewardship§! skill of §Y40 or more§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_less_than_20_tt;Has §YStewardship§! skill of §Yless than 20§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_less_than_30_tt;Has §YStewardship§! skill of §Yless than 30§!;;;;;;;;;x
expd_at_this_characters_stewardship_skill_is_less_than_40_tt;Has §YStewardship§! skill of §Yless than 40§!;;;;;;;;;x
expd_at_this_characters_steward_has_stewardship_20_to_30_tt;Has a §YSteward§! with §YStewardship§! skill between §Y20§! and §Y30§!;;;;;;;;;x
expd_at_this_characters_steward_has_stewardship_30_to_40_tt;Has a §YSteward§! with §YStewardship§! skill between §Y30§! and §Y40§!;;;;;;;;;x
expd_at_this_characters_steward_has_stewardship_40_plus_tt;Has a §YSteward§! with §YStewardship§! skill of §Y40 or more§!;;;;;;;;;x
expd_at_this_characters_steward_has_stewardship_less_than_30_tt;Has a §YYSteward§! with §YStewardship§! skill of §Yless than 30§!;;;;;;;;;x
expd_at_this_characters_steward_has_stewardship_less_than_40_tt;Has a §YYSteward§! with §YStewardship§! skill of §Yless than 40§!;;;;;;;;;x
