# Block/Unblock decisions on self
expd_pris_targeted_execution_all_house_arrested_prisoners_from_this_liege;§gED-P: Execute: All House-Arrested§!;;;;;;;;;x
expd_pris_targeted_execution_all_house_arrested_prisoners_from_this_liege_desc;Execute all of §Y[From.GetTitledFirstName]§!'s §Yunlanded§! prisoners that are currently under §Yhouse arrest§! and that originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
expd_pris_targeted_execution_all_dungeon_prisoners_from_this_liege;§gED-P: Execute: All in Dungeon§!;;;;;;;;;x
expd_pris_targeted_execution_all_dungeon_prisoners_from_this_liege_desc;Execute all of §Y[From.GetTitledFirstName]§!'s §Yunlanded§! prisoners that are currently in §Ythe dungeon§! and that originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
expd_pris_targeted_execution_all_oublietted_prisoners_from_this_liege;§gED-P: Execute: All Oublietted§!;;;;;;;;;x
expd_pris_targeted_execution_all_oublietted_prisoners_from_this_liege_desc;Execute all of §Y[From.GetTitledFirstName]§!'s §Yunlanded§! prisoners that are currently in §Ythe oubliette§! and that originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
# Prisoner execution: tooltips
EXPD_PRIS_TOOLTIP_FROM_WILL_GAIN_TYRANNY_DUE_TO_MASS_EXECUTION;§Y[From.GetTitledFirstName]§! will §Rgain tyranny§!!;;;;;;;;;x
EXPD_PRIS_TOOLTIP_FROM_WILL_GAIN_KINSLAYER_DUE_TO_MASS_EXECUTION;§Y[From.GetTitledFirstName]§! will §Rbe known as a Kinslayer§!!;;;;;;;;;x
EXPD_PRIS_TOOLTIP_FROM_WILL_LOSE_FOREIGN_OPINION_DUE_TO_MASS_EXECUTION;All landed characters in §Y[Root.TopLiege.GetTitledName]§!'s realm will lose §Yopinion§! of §Y[From.GetTitledFirstName]§!!;;;;;;;;;x
EXPD_PRIS_TOOLTIP_FROM_WILL_LOSE_PIETY_DUE_TO_MASS_EXECUTION;§Y[From.GetTitledFirstName]§! will lose §Ypiety§!!;;;;;;;;;x
EXPD_PRIS_TOOLTIP_BLANK_LINE;---;;;;;;;;x
EXPD_PRIS_TOOLTIP_THIS_PRISONER_IS_EXECUTED_IN_MASS_EXECUTION;Executed[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_THIS_PRISONER_IS_RELEASED;Released[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
# Prisoner ransom: name & description
expd_pris_targeted_ransom_all_possible_prisoners_from_this_liege;§LED-P: Ransom Prisoners: All§!;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_prisoners_from_this_liege_desc;Ransom as many prisoners as possible that are held by §Y[From.GetTitledFirstName]§! and originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_house_arrested_prisoners_from_this_liege;§LED-P: Ransom Prisoners: House-Arrested§!;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_house_arrested_prisoners_from_this_liege_desc;Ransom as many prisoners as possible that are held in §Yhouse arrest§! by §Y[From.GetTitledFirstName]§! and originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_dungeon_prisoners_from_this_liege;§LED-P: Ransom Prisoners: Dungeon§!;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_dungeon_prisoners_from_this_liege_desc;Ransom as many prisoners as possible that are held in §Y[From.GetTitledFirstName]§!'s §Ydungeon§! and originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_oublietted_prisoners_from_this_liege;§LED-P: Ransom Prisoners: Oubliette§!;;;;;;;;;x
expd_pris_targeted_ransom_all_possible_oublietted_prisoners_from_this_liege_desc;Ransom as many prisoners as possible that are held in §Y[From.GetTitledFirstName]§!'s §Youbliette§! and originate in §Y[Root.GetTitledFirstName]§!'s court;;;;;;;;;x
# Prisoner ransom: tooltips
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_CHILD_OF_EMPEROR;§GRansoms [This.GetHerHim]self§! (110¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_CHILD_OF_KING;§GRansoms [This.GetHerHim]self§! (74¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_CHILD_OF_DUKE;§GRansoms [This.GetHerHim]self§! (46¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_CHILD_OF_COUNT;§GRansoms [This.GetHerHim]self§! (26¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_CHILD_OF_BARON;§GRansoms [This.GetHerHim]self§! (14¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_RANSOMS_THEMSELF_UNIMPORTANT;§GRansoms [This.GetHerHim]self§! (10¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_LANDED_PRISONER_RANSOMS_THEMSELF_EMPEROR;Ransoms [This.GetHerHim]self (385¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_LANDED_PRISONER_RANSOMS_THEMSELF_KING;Ransoms [This.GetHerHim]self (250¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_LANDED_PRISONER_RANSOMS_THEMSELF_DUKE;Ransoms [This.GetHerHim]self (145¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_LANDED_PRISONER_RANSOMS_THEMSELF_COUNT;Ransoms [This.GetHerHim]self (70¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_LANDED_PRISONER_RANSOMS_THEMSELF_BARON;Ransoms [This.GetHerHim]self (25¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_CHILD_OF_EMPEROR;Possibly ransomed (110¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_CHILD_OF_KING;Possibly ransomed (74¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_CHILD_OF_DUKE;Possibly ransomed (46¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_CHILD_OF_COUNT;Possibly ransomed (26¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_CHILD_OF_BARON;Possibly ransomed (14¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_UNLANDED_PRISONER_POSSIBLY_RANSOMED_BY_ROOT_UNIMPORTANT;Possibly ransomed (10¤)[expd_pris_wealth][expd_pris_artifact];;;;;;;;;x
EXPD_PRIS_TOOLTIP_NO_OTHER_PRISONERS_CAN_BE_RANSOMED;(No other prisoners will be ransomed);;;;;;;;;x
# Prisoner ransom: Their cash on-hand, in case of self-ransom (via custom localisation)
expd_pris_wealth_gt_50; (has 50-100¤);;;;;;;;;x
expd_pris_wealth_gt_100; (has 100-200¤);;;;;;;;;x
expd_pris_wealth_gt_200; (has 200-300¤);;;;;;;;;x
expd_pris_wealth_gt_300; (has 300-400¤);;;;;;;;;x
expd_pris_wealth_gt_400; (has 400-500¤);;;;;;;;;x
expd_pris_wealth_gt_500; (has 500-600¤);;;;;;;;;x
expd_pris_wealth_gt_600; (has 600-700¤);;;;;;;;;x
expd_pris_wealth_gt_700; (has 700-800¤);;;;;;;;;x
expd_pris_wealth_gt_800; (has 800-900¤);;;;;;;;;x
expd_pris_wealth_gt_900; (has 900-1000¤);;;;;;;;;x
expd_pris_wealth_gt_1000; (has >1000¤);;;;;;;;;x
# Prisoner artifact ownership
expd_pris_artifact_quality_1; (has §Ytier 1 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_2; (has §Ytier 2 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_3; (has §Gtier 3 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_4; (has §Gtier 4 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_5; (has §Rtier 5 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_6; (has §Rtier 6 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_7; (has §Rtier 7 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_8; (has §Rtier 8 artifact§!);;;;;;;;;x
expd_pris_artifact_quality_9; (has §Rtier 9+ artifact§!);;;;;;;;;x
